actual_audience_size_number_of_participants_in_person,actual_audience_size_number_of_participants_online,airtable_id,end_date,event_name,event_type,event_unique_identifier,number_of_booked_participants,postcode_(from_venue),project_name,project_type,season,start_date,status,ticket_tailor_id,ward_(from_venue)
30.0,,1925,,Springbank School sari-making,['CLE - Creative Learning session'],12 - My LEEDS 2023: Springbank School sari-making,,,12 - My LEEDS 2023,Produce (Signature),['Season 2 - Playing'],2023-04-17,01 - Greenlit,,
59.0,,1574,2023-07-21,Under Our Feet (Schools Programme),['CLE - Creative Learning session'],04 - This is a FOREST: Under Our Feet (Schools Programme),,,04 - This is a FOREST,Produce (Signature),['Season 2 - Playing'],2023-04-17,01 - Greenlit,,
60.0,,1575,2023-07-21,Under Our Feet (Schools Programme),['CLE - Creative Learning session'],04 - This is a FOREST: Under Our Feet (Schools Programme),,,04 - This is a FOREST,Produce (Signature),['Season 2 - Playing'],2023-04-17,01 - Greenlit,,
30.0,,1569,2023-07-21,Under Our Feet (Schools Programme),['CLE - Creative Learning session'],04 - This is a FOREST: Under Our Feet (Schools Programme),,,04 - This is a FOREST,Produce (Signature),['Season 2 - Playing'],2023-04-17,01 - Greenlit,,
29.0,,1578,2023-07-21,Under Our Feet (Schools Programme),['CLE - Creative Learning session'],04 - This is a FOREST: Under Our Feet (Schools Programme),,,04 - This is a FOREST,Produce (Signature),['Season 2 - Playing'],2023-04-17,01 - Greenlit,,
100.0,,1573,2023-07-21,Under Our Feet (Schools Programme),['CLE - Creative Learning session'],04 - This is a FOREST: Under Our Feet (Schools Programme),,,04 - This is a FOREST,Produce (Signature),['Season 2 - Playing'],2023-04-17,01 - Greenlit,,
30.0,,1586,2023-07-21,Under Our Feet (Schools Programme),['CLE - Creative Learning session'],04 - This is a FOREST: Under Our Feet (Schools Programme),,,04 - This is a FOREST,Produce (Signature),['Season 2 - Playing'],2023-04-17,01 - Greenlit,,
12.0,,1570,2023-07-21,Under Our Feet (Schools Programme),['CLE - Creative Learning session'],04 - This is a FOREST: Under Our Feet (Schools Programme),,,04 - This is a FOREST,Produce (Signature),['Season 2 - Playing'],2023-04-17,01 - Greenlit,,
12.0,,1118,2023-04-18,Digital upskilling Workshop 8/20,['CLE - Participant / Volunteer thank you event'],Creative Learning S1: Digital upskilling Workshop 8/20,,,Creative Learning S1,CLE,['Season 1 - Awakening'],2023-04-18,01 - Greenlit,,
18.0,,948,,Waking the Artist Leeds Central Library Craft Group,['CLE - Community Engagement session'],01 - The Awakening: Waking the Artist Leeds Central Library Craft Group,,['LS1 3AB'],01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-04-18,01 - Greenlit,,['Little London and Woodhouse']
,,1322,2023-04-19,LEEDS 2023 & DOMA,['Cultivation Event'],: LEEDS 2023 & DOMA,,,,,['Season 1 - Awakening'],2023-04-19,01 - Greenlit,,
1.0,,1638,2023-04-19,Meet Me At The Zone,['CLE - Community Engagement session'],Hidden Stories: Meet Me At The Zone,,['LS17 7HR'],Hidden Stories,CLE,,2023-04-19,01 - Greenlit,,['Alwoodley']
500.0,,2404,2023-04-20,City Stories: Common Ground - Eid,['CLE - Community Engagement session'],Hidden Stories: City Stories: Common Ground - Eid,,['LS84HS'],Hidden Stories,CLE,,2023-04-20,01 - Greenlit,,['Gipton and Harehills']
20.0,,2406,2023-04-20,City Stories: Common Ground - Formal Portraits,['CLE - Community Engagement session'],Hidden Stories: City Stories: Common Ground - Formal Portraits,,['LS84HS'],Hidden Stories,CLE,,2023-04-20,01 - Greenlit,,['Gipton and Harehills']
16.0,,1649,2023-04-20,Harewood House - Rainbow Junktion Workshop,['CLE - Community Engagement session'],Hidden Stories: Harewood House - Rainbow Junktion Workshop,,['LS6 1NP'],Hidden Stories,CLE,,2023-04-20,01 - Greenlit,,
36.0,,612,2023-04-20,Professionals Online Bootcamp,['CLE - Skills and Talent session'],05 - The Barn: Professionals Online Bootcamp,,,05 - The Barn,Produce (Signature),['Season 1 - Awakening'],2023-04-20,01 - Greenlit,,
4.0,,1170,2023-04-20,WOWsers Workshop 9,['CLE - Youth Voice session'],05 - The Barn: WOWsers Workshop 9,9.0,['LS10 1NE'],05 - The Barn,Produce (Signature),['Season 2 - Playing'],2023-04-20,01 - Greenlit,,['Hunslet and Riverside']
15.0,,1363,,Waking the Artist at Home School,['CLE - Creative Learning session'],01 - The Awakening: Waking the Artist at Home School,12.0,,01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-04-20,01 - Greenlit,,
46.0,,1505,2023-04-22,Barn Raiser Bootcamp 6,['CLE - Skills and Talent session'],05 - The Barn: Barn Raiser Bootcamp 6,,['LS2 7QT'],05 - The Barn,Produce (Signature),"['Season 1 - Awakening', 'Season 2 - Playing']",2023-04-22,01 - Greenlit,,['Little London and Woodhouse']
165.0,,348,2023-04-24,Barn Raisers - One Week to Go (REBootcamp),['CLE - Skills and Talent session'],05 - The Barn: Barn Raisers - One Week to Go (REBootcamp),,['LS2 9JT'],05 - The Barn,Produce (Signature),['Season 2 - Playing'],2023-04-24,01 - Greenlit,,['Little London and Woodhouse']
13.0,,1443,2023-04-24,Dream Builder's Workshop - Maternal Journal ,['CLE - Community Engagement session'],05 - The Barn: Dream Builder's Workshop - Maternal Journal ,,['WF1 2TE '],05 - The Barn,Produce (Signature),['Season 2 - Playing'],2023-04-24,01 - Greenlit,,
,,375,2023-04-24,Stand and Be Counted Round Table,['Public Event - Large Scale Outdoor Event'],12 - My LEEDS 2023: Stand and Be Counted Round Table,,,12 - My LEEDS 2023,Produce (Signature),['Season 2 - Playing'],2023-04-24,01 - Greenlit,,
,,1138,2023-04-25,Immersive Maps and Digital Footprints: Exploring LEEDS 2023’s Culture Map,['Public Event - Talk / Tour'],Culture Map: Immersive Maps and Digital Footprints: Exploring LEEDS 2023’s Culture Map,,['LS1 4JB'],Culture Map,Produce (Signature),['Season 1 - Awakening'],2023-04-25,01 - Greenlit,,
60.0,,1365,,Waking the Artist at Victoria Primary Academy,['CLE - Creative Learning session'],01 - The Awakening: Waking the Artist at Victoria Primary Academy,60.0,['LS14 1EG'],01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-04-25,01 - Greenlit,,['Cross Gates and Whinmoor']
27.0,,1188,,Dream Builders Workshop - Millan Centre ,['CLE - Community Engagement session'],05 - The Barn: Dream Builders Workshop - Millan Centre ,45.0,['BD9 4RA '],05 - The Barn,Produce (Signature),['Season 2 - Playing'],2023-04-26,01 - Greenlit,,
8.0,,1190,,Dream Builders Workshop - Women's Activity Centre ,['CLE - Community Engagement session'],05 - The Barn: Dream Builders Workshop - Women's Activity Centre ,,['HX1 5DW '],05 - The Barn,Produce (Signature),['Season 2 - Playing'],2023-04-26,01 - Greenlit,,
19.0,,1234,2023-04-26,Essentials of Youth Voice (Hosted by LeedsCEP) - Youth Voice CPD for Cultural Organisations,['CLE - Creative Learning session'],Creative Learning S2: Essentials of Youth Voice (Hosted by LeedsCEP) - Youth Voice CPD for Cultural Organisations,,['LS1 3HE'],Creative Learning S2,CLE,['Season 2 - Playing'],2023-04-26,01 - Greenlit,,['Little London and Woodhouse']
50.0,,1644,2023-04-26,Yom Ha'Atzmaut Event,['CLE - Community Engagement session'],Hidden Stories: Yom Ha'Atzmaut Event,,['LS17 7HR'],Hidden Stories,CLE,,2023-04-26,01 - Greenlit,,['Alwoodley']
8.0,,1444,2023-04-27,Dream Builders Workshop -  Mums on a Mission ,['CLE - Community Engagement session'],05 - The Barn: Dream Builders Workshop -  Mums on a Mission ,,['HX1 2TS'],05 - The Barn,Produce (Signature),['Season 2 - Playing'],2023-04-27,01 - Greenlit,,
7.0,,1445,2023-04-27,Dream Builders Workshop - DASH ,['CLE - Community Engagement session'],05 - The Barn: Dream Builders Workshop - DASH ,,['HD1 4TR'],05 - The Barn,Produce (Signature),['Season 2 - Playing'],2023-04-27,01 - Greenlit,,
16.0,,1187,,Dream Builders Workshop - Womenzonecc ,['CLE - Community Engagement session'],05 - The Barn: Dream Builders Workshop - Womenzonecc ,10.0,['BD3 9TE '],05 - The Barn,Produce (Signature),['Season 2 - Playing'],2023-04-27,01 - Greenlit,,
150.0,,584,2023-04-27,"Performance, Politics and Protest",['Public Event - Performance'],"02 - Making A Stand: Performance, Politics and Protest",,['LS2 7HY'],02 - Making A Stand,Promote,['Season 1 - Awakening'],2023-04-27,01 - Greenlit,,['Little London and Woodhouse']
6.0,,1598,2023-04-27,WOWsers Workshop 10 ,['CLE - Youth Voice session'],05 - The Barn: WOWsers Workshop 10 ,,,05 - The Barn,Produce (Signature),['Season 2 - Playing'],2023-04-27,01 - Greenlit,,
6.0,,1670,2023-04-28,Harewood House - Aberford Community Cafe,"['CLE - Community Engagement session', 'Public Event - Installation']",Hidden Stories: Harewood House - Aberford Community Cafe,,['LS25 3DA'],Hidden Stories,CLE,['Season 2 - Playing'],2023-04-28,01 - Greenlit,,
47.0,,244,2023-04-30,NEST: Acting Intake Auditions,"['CLE - Participant / Volunteer thank you event', 'CLE - Skills and Talent session']",10 - Nest: NEST: Acting Intake Auditions,,,10 - Nest,Produce (Signature),['Season 2 - Playing'],2023-04-29,01 - Greenlit,,
264.0,,346,2023-05-01,Barn Raising,"['Public Event - Performance', 'CLE - Skills and Talent session']",05 - The Barn: Barn Raising,,['LS6 2UZ'],05 - The Barn,Produce (Signature),['Season 2 - Playing'],2023-04-30,01 - Greenlit,,['Headingley and Hyde Park']
16.0,,1668,2023-04-30,City Stories: Common Ground - Christian Community Photography Session,['CLE - Community Engagement session'],Hidden Stories: City Stories: Common Ground - Christian Community Photography Session,,,Hidden Stories,CLE,,2023-04-30,01 - Greenlit,,
60.0,,2385,2023-06-30,City Stories: Common Ground - Multi-faith walks,['CLE - Community Engagement session'],Hidden Stories: City Stories: Common Ground - Multi-faith walks,,,Hidden Stories,CLE,,2023-05-01,01 - Greenlit,,
30.0,,2391,2023-06-30,City Stories: Common Ground - Music (Sikh),['CLE - Community Engagement session'],Hidden Stories: City Stories: Common Ground - Music (Sikh),,['LS11 6DP'],Hidden Stories,CLE,,2023-05-01,01 - Greenlit,,['Hunslet and Riverside']
260.0,0.0,1506,2023-05-01,Topping Out,['Public Event - Performance'],05 - The Barn: Topping Out,,['LS6 2UZ'],05 - The Barn,Produce (Signature),['Season 2 - Playing'],2023-05-01,01 - Greenlit,"ev_2103472, ev_2276667 ",['Headingley and Hyde Park']
17.0,,1425,2023-05-23,CREST Award Teacher Consultation Sessions,['CLE - Creative Learning session'],09 - Smeaton300: Learning programme: CREST Award Teacher Consultation Sessions,,['LS10 1NE'],09 - Smeaton300: Learning programme,Produce (Signature),['Season 2 - Playing'],2023-05-02,01 - Greenlit,,['Hunslet and Riverside']
12.0,,490,2023-07-04,Lift the Lid: 23 Voices 2nd cohort Workshop 1/10,['CLE - Skills and Talent session'],CLE - Skills Development: Lift the Lid: 23 Voices 2nd cohort Workshop 1/10,,['LS1 3AB'],CLE - Skills Development,CLE,['Season 2 - Playing'],2023-05-02,01 - Greenlit,,['Little London and Woodhouse']
30.0,,1639,2023-05-03,Meet Me At The Zone,['CLE - Community Engagement session'],Hidden Stories: Meet Me At The Zone,,['LS17 7HR'],Hidden Stories,CLE,,2023-05-03,01 - Greenlit,,['Alwoodley']
60.0,,1354,2023-05-04,Early Career Music Promoters CPWM gig - Belen,['CLE - Skills and Talent session'],CLE - Skills Development: Early Career Music Promoters CPWM gig - Belen,,,CLE - Skills Development,CLE,['Season 2 - Playing'],2023-05-04,01 - Greenlit,,
,,1198,2023-05-04,LBU Music Gig/Performance,['Public Event - Performance'],02 - Making A Stand: LBU Music Gig/Performance,,['LS2 7HY'],02 - Making A Stand,Promote,['Season 2 - Playing'],2023-05-04,01 - Greenlit,,['Little London and Woodhouse']
,,586,2023-05-04,Under the Same Sky Filming,['Public Event - Digital Experience'],02 - Making A Stand: Under the Same Sky Filming,20.0,,02 - Making A Stand,Promote,['Season 2 - Playing'],2023-05-04,01 - Greenlit,,
6.0,,1599,2023-05-04,WOWsers Workshop 11,['CLE - Youth Voice session'],05 - The Barn: WOWsers Workshop 11,,,05 - The Barn,Produce (Signature),['Season 2 - Playing'],2023-05-04,01 - Greenlit,,
13.0,,1119,2023-05-05,Digital Upskilling Workshop 9/20,['CLE - Skills and Talent session'],Creative Learning S2: Digital Upskilling Workshop 9/20,,['LS25 1EH'],Creative Learning S2,CLE,['Season 2 - Playing'],2023-05-05,01 - Greenlit,,['Garforth and Swillington']
50.0,,588,2023-05-05,Music Performance - Emerging Leeds,['Public Event - Performance'],02 - Making A Stand: Music Performance - Emerging Leeds,,['LS1 2HA'],02 - Making A Stand,Produce (Signature),['Season 2 - Playing'],2023-05-05,01 - Greenlit,,['Little London and Woodhouse']
300.0,,2401,2023-05-06,City Stories: Common Ground - Coronation event ,['CLE - Community Engagement session'],Hidden Stories: City Stories: Common Ground - Coronation event ,,,Hidden Stories,CLE,,2023-05-06,01 - Greenlit,,
50.0,,2399,2023-05-06,City Stories: Common Ground - Formal Portraits,['CLE - Community Engagement session'],Hidden Stories: City Stories: Common Ground - Formal Portraits,,['LS61RF '],Hidden Stories,CLE,,2023-05-06,01 - Greenlit,,['Headingley and Hyde Park']
17.0,,1667,2023-05-07,City Stories: Common Ground - Jewish Community Photography Session,['CLE - Community Engagement session'],Hidden Stories: City Stories: Common Ground - Jewish Community Photography Session,,,Hidden Stories,CLE,,2023-05-07,01 - Greenlit,,
149.0,,1157,2023-05-09,Bridget Christie - 7pm show,['Public Event - Performance'],05 - The Barn: Bridget Christie - 7pm show,,['LS6 2UZ'],05 - The Barn,Produce (Signature),['Season 2 - Playing'],2023-05-09,01 - Greenlit,ev_2063298,['Headingley and Hyde Park']
63.0,,1158,2023-05-09,Bridget Christie - 9pm show,['Public Event - Performance'],05 - The Barn: Bridget Christie - 9pm show,,['LS6 2UZ'],05 - The Barn,Produce (Signature),['Season 2 - Playing'],2023-05-09,01 - Greenlit,ev_2063299,['Headingley and Hyde Park']
60.0,,1434,2023-05-09,School Day: Greenmount Primary,['CLE - Creative Learning session'],05 - The Barn: School Day: Greenmount Primary,,['LS6 2UZ'],05 - The Barn,Produce (Signature),['Season 2 - Playing'],2023-05-09,01 - Greenlit,,['Headingley and Hyde Park']
45.0,,1447,2023-05-09,School Day: IQRA Academy Primary,['CLE - Creative Learning session'],05 - The Barn: School Day: IQRA Academy Primary,,['LS6 2UZ'],05 - The Barn,Produce (Signature),['Season 2 - Playing'],2023-05-09,01 - Greenlit,,['Headingley and Hyde Park']
30.0,,1433,2023-05-09,School Day: Lane End Primary,['CLE - Creative Learning session'],05 - The Barn: School Day: Lane End Primary,,['LS6 2UZ'],05 - The Barn,Produce (Signature),['Season 2 - Playing'],2023-05-09,01 - Greenlit,,['Headingley and Hyde Park']
45.0,,1448,2023-05-09,School Day: Moor Allerton Hall Primary,['CLE - Creative Learning session'],05 - The Barn: School Day: Moor Allerton Hall Primary,,['LS6 2UZ'],05 - The Barn,Produce (Signature),['Season 2 - Playing'],2023-05-09,01 - Greenlit,,['Headingley and Hyde Park']
180.0,,207,2023-05-09,Schools Day 1,['CLE - Community Engagement session'],05 - The Barn: Schools Day 1,,['LS6 2UZ'],05 - The Barn,Produce (Signature),['Season 2 - Playing'],2023-05-09,01 - Greenlit,,['Headingley and Hyde Park']
14.0,,1650,2023-05-10,Royal Armouries - Volunteer Exhibition/Trail Production Event,['CLE - Community Engagement session'],Hidden Stories: Royal Armouries - Volunteer Exhibition/Trail Production Event,,['LS10 1LT'],Hidden Stories,CLE,,2023-05-10,01 - Greenlit,,['Hunslet and Riverside']
90.0,,1439,2023-05-10,School Day: Allerton CE Primary School,['CLE - Creative Learning session'],05 - The Barn: School Day: Allerton CE Primary School,,['LS6 2UZ'],05 - The Barn,Produce (Signature),['Season 2 - Playing'],2023-05-10,01 - Greenlit,,['Headingley and Hyde Park']
60.0,,1436,2023-05-10,School Day: Temple Learning Academy,['CLE - Creative Learning session'],05 - The Barn: School Day: Temple Learning Academy,,['LS6 2UZ'],05 - The Barn,Produce (Signature),['Season 2 - Playing'],2023-05-10,01 - Greenlit,,['Headingley and Hyde Park']
34.0,,1435,2023-05-10,School Day: Whinmoor St Paul's C of E,['CLE - Creative Learning session'],05 - The Barn: School Day: Whinmoor St Paul's C of E,,['LS6 2UZ'],05 - The Barn,Produce (Signature),['Season 2 - Playing'],2023-05-10,01 - Greenlit,,['Headingley and Hyde Park']
184.0,,605,2023-05-10,Schools Day 2,['CLE - Community Engagement session'],05 - The Barn: Schools Day 2,,['LS6 2UZ'],05 - The Barn,Produce (Signature),['Season 2 - Playing'],2023-05-10,01 - Greenlit,,['Headingley and Hyde Park']
30.0,,1450,2023-05-11,School Day: Leeds City Academy,['CLE - Creative Learning session'],05 - The Barn: School Day: Leeds City Academy,,['LS6 2UZ'],05 - The Barn,Produce (Signature),['Season 2 - Playing'],2023-05-11,01 - Greenlit,,['Headingley and Hyde Park']
30.0,,1430,2023-05-11,School Day: Royds Hall,['CLE - Creative Learning session'],05 - The Barn: School Day: Royds Hall,,['LS6 2UZ'],05 - The Barn,Produce (Signature),['Season 2 - Playing'],2023-05-11,01 - Greenlit,,['Headingley and Hyde Park']
50.0,,1446,2023-05-11,School Day: The Halifax Academy,['CLE - Creative Learning session'],05 - The Barn: School Day: The Halifax Academy,,['LS6 2UZ'],05 - The Barn,Produce (Signature),['Season 2 - Playing'],2023-05-11,01 - Greenlit,,['Headingley and Hyde Park']
110.0,,606,2023-05-11,Schools Day 3,['CLE - Community Engagement session'],05 - The Barn: Schools Day 3,,['LS6 2UZ'],05 - The Barn,Produce (Signature),['Season 2 - Playing'],2023-05-11,01 - Greenlit,,['Headingley and Hyde Park']
93.0,,1155,2023-05-11,Shazia Mirza - 7pm show,['Public Event - Performance'],05 - The Barn: Shazia Mirza - 7pm show,,['LS6 2UZ'],05 - The Barn,Produce (Signature),['Season 2 - Playing'],2023-05-11,01 - Greenlit,ev_2063305,['Headingley and Hyde Park']
101.0,,1181,2023-05-12,Andi Oliver,['Public Event - Performance'],05 - The Barn: Andi Oliver,,['LS6 2UZ'],05 - The Barn,Produce (Signature),['Season 2 - Playing'],2023-05-12,01 - Greenlit,ev_2076173,['Headingley and Hyde Park']
